question,answer,A,B,C,D
"At the time of its release in 2009, this movie, directed by James Cameron, became the highest-grossing movie of all time.",Avatar,Avatar,300,The Matrix,The Lord of the Rings: The Return of the King
"Which of the following is not among the founders of Facebook, the leading social networking site of the 2000s?",Sean Parker,Dustin Moskovitz,Eduardo Saverin,Mark Zuckerberg,Sean Parker
"This film producer, director, screenwriter and voice actor, born in Chicago, Illinois, founded one of the largest entertainment companies in the world.",Walt Disney,George Lucas,Steven Spielberg,Walt Disney,Don Simpson
Name the producer of âThe Rookiesâ and âCharlies Angelsâ.,Aaron Spelling,Aaron Spelling,George Lukas,Ivan Reitman,Steven Spielberg
"He directed, produced and co-wrote the drama movie Eyes Wide Shut.",Stanley Kubrick,Brian De Palma,None of these,James Cameron,Stanley Kubrick
Steven Spielberg directed the movie Close Encounters of The Third Kind.,True,True,False,,
Which of these movies was written and directed by George Lucas?,Star Wars,Star Wars,Gothika,Bad Boys,Top Gun
Which of these movies directed by Francis Ford Coppola won an Academy Award for Best Picture?,The Godfather,Apocalypse Now,American Graffiti,The Godfather,None of these
Which of these movies was directed by Martin Scorsese?,All of these,The Aviator (2004),"New York, New York (1977)",All of these,Goodfellas (1990)
"Which action film, primarily set on Alcatraz Island, is dedicated to producer Don Simpson who died five months before its release?",The Rock (1996),Murder in the First (1995),Birdman of Alcatraz (1962),The Rock (1996),Escape from Alcatraz (1979)
What Canadian director and producer created the comedy movie Ghostbusters?,Ivan Reitman,Robert Zemeckis,None of these,Spike Lee,Ivan Reitman
"The movies Forrest Gump, The Polar Express and Bewulf were directed by Robert Zemeckis.",True,False,True,,
One of the causes of the Spanish-American War was Spanish mistreatment of natives in this Spanish colony.,Cuba,Hawaii,Cuba,Mexico,Panama
"By 1897â98 many Americans were influenced in favor of war with Spain because of stories in some US newspapers about atrocities and misdeeds of the Spanish, which were usually exaggerated or made up. Such newspapers were know at the time as which of the following?",yellow press,wildcat press,tabloids,yellow press,broadsides
About how long was the Spanish-American War and in what year did it break out?,Three months; 1898,Three months; 1898,0ne year; 1890,Ten months; 1885,Six months; 1903
What politician received much publicity during the Spanish-American War that later contributed to his becoming President of the United States?,Theodore Roosevelt,William McKinley,Woodrow Wilson,Franklin Roosevelt,Theodore Roosevelt
One cause of the Spanish American War was the explosion of an American battleship in Cuban waters. The sensationalist newspapers and many Americans blamed the sinking of this battleship on the Spanish (although later evidence seems to support the innocence of the Spanish). What was the name of the battleship?,Maine,Florida,North Carolina,Maine,Missouri
At the beginning of the Spanish-American War a modern American fleet quickly and decisively defeated a somewhat antiquated Spanish fleet. Near what city was this early American victory?,Manila,Manila,Santiago,San Juan,Havana
Where did most of the land fighting against the Spanish take place during the Spanish-American War?,Cuba,Philippines,Cuba,Puerto Rico,Spain
"When Emilio Aguinaldo realized that the US did not intend to give full independence to his country after the Spanish-American War, he led a revolt against the US in what place?",Philippines,Hawaii,Puerto Rico,None of these,Philippines
"As a result of the treaty ending the Spanish-American War, the US received all of the following territories EXCEPT this one.",Hawaii,Hawaii,Puerto Rico,Guam,Philippines
What is the real name of German actress and singer Marlene Dietrich?,Maria Magdalene Dietrich,Maria Magdalene Dietrich,Ingrid Magdalene Dietrich,None of these,Anna Magdalene Dietrich
Morocco (1930) was Marlene Dietrichs first American film.,True,False,True,,
What movie brought world fame to Marlene Dietrich and introduced her signature song Falling in Love Again (Cant Help It)?,The Blue Angel,Angel,Golden Earrings,The Blue Angel,Knight Without Armor
"What Marlene Dietrich movie is set in 1931, during a civil war?",Shanghai Express,The Ship of Lost Men,"I Kiss Your Hand, Madame",The Little Napoleon,Shanghai Express
How old was Marlene Dietrich when she died?,90,40,60,90,50
Which of the following films does not star Marlene Dietrich?,Monkey Business,Monkey Business,Shanghai Express,The Scarlet Empress,The Devil is a Woman
Who did Marlene Dietrich marry in 1924?,Rudolf Sieber,Michael Bay,Richard Bartlett,Albert Band,Rudolf Sieber
"In 1999, Marlene Dietrich was named the ninth greatest female star of all time by the American Film institute.",True,True,False,,
"What movie, set in post-World War I Berlin, featured Marlene Dietrich in her last screen appearance?",Just a Gigolo,Rancho Notorious,Touch of Evil,The Monte Carlo Story,Just a Gigolo
The following words were spoken by Marlene Dietrich: ,True,False,True,,
The famous Statue of David by Michelangelo was created at the beginning of 16 century.,True,True,False,,
What is the other name of the Venus de Milo statue?,Aphrodite,Aphrodite,The Savannah Girl Bird Statue,The lady Justice Statue,The Pieta
The Thinker is a stone statue created by Auguste Rodin.,False,False,True,,
What does the famous sculpture Pieta by Michelangelo represent?,Virgin Mary holding the body of her son Jesus Christ after his death,Virgin Mary holding the body of her son Jesus Christ after his death,A girl holding the bowls as a weighing of good and evil,A lady holding a sword in a one hand and scales in the other,None of these
The Caesar Augustus Bust was made from Carrara Marble with bronze plated armor.,True,True,False,,
13th-century Italians Francesca da Rimini and Paolo Malatestas romance was the inspiration of the famous statue by Auguste Rodin â the Kiss.,True,False,True,,
Since what time does the statue of Lady Justice date?,Antiquity,Romanticism,Antiquity,Classicism,Middle Ages
The statue Discus Thrower was created during the Classical Period (2th to 3th century BC).,False,False,True,,
The Greek God Hermes bust was discovered at Olympia.,True,True,False,,
What was the profession of the creator of the statue Bird Girl?,Teacher,Teacher,Singer,None of these,Politician
Petra is a historical and archaeological city located in the Maan Governorate in Jordan.,True,True,False,,
"Because of the color of the rocks in which it is carved in, the ancient city of Petra is known also known as which of these?",Rose-Red City,Rose-Red City,Snow-White City,Sun-Yellow City,None of these
Which explorer introduced the ruins of the city of Petra to the Western world?,Johann Ludwig Burckhardt,Johann Ludwig Burckhardt,Pedro de Alvarado,William Adams,Neil Armstrong
In which of the following movies does the ancient city of Petra not appear?,Golden eye,Golden eye,Passion in the Desert,Indiana Jones and the Last Crusade,Sinbad and the Eye of the Tiger
The city of Petra was founded by the nomadic tribe of the Nabataean Arabs around the 6th century BC.,True,True,False,,
The Siq is the principal route into the city of Petra and its walls are lined with channels to carry drinking water to the city.,True,True,False,,
Which of the following is sight of interest at the historical city of Petra?,All of these,Al Khazneh,High Place of Sacrifice,Royal Tombs,All of these
The name of which popular monument in Petra means âThe Castle of Pharaohs Daughterâ?,Qasr al-Bint Firaun,El-Deir,Qasr al-Bint Firaun,Khazneh,None of these
Under what rule did the historical city of Petra decline quickly as a result of which many of the tombs was damaged by thieves and many treasures were stolen?,Roman rule,Byzantium rule,Ottoman rule,Roman rule,Mongolian rule
"English Anglican divine John William Burgons poem Petra, dedicated to the ancient historical city of Petra, was awarded the Newdigate Prize in 1945:",False,True,False,,
What event is the film Loose Change based on?,"the September 11, 2001 attacks","the September 11, 2001 attacks",all of these,the Vietnam War,the shooting of JFK
Retired Marine Corps Major General Smedley Butler claimed that wealthy businessmen were plotting to overthrow this US President.,Franklin Delano Roosevelt,Franklin Delano Roosevelt,Herbert Hoover,John F. Kennedy,Harry S. Truman
The chemtrail conspiracy theory holds that some trails left by planes are actually chemical or biological agents deliberately sprayed at high altitudes.,True,True,False,,
In which novel does a fictional totalitarian government use brainwashing-style techniques to erase nonconformist thought?,Nineteen Eighty-Four,Nineteen Eighty-Four,Catch-22,One Flew Over the Cuckoos Nest,A Clockwork Orange
Printer steganography is a type of steganography where tiny yellow dots are added to each page.,True,True,False,,
What conspiracy theory involves a secret coalition whose aim is world domination?,Judeo-Masonic conspiracy theory,The theory of â Loose Changeâ,None of these,Judeo-Masonic conspiracy theory,The theory of âMind controlâ
In what country was the Bilderberg conference first held?,The Netherlands,Japan,The USA,Germany,The Netherlands
What does the abbreviation ZOG stand for?,Zionist Occupation Government,Zionist Occupied Group,Zionist Occupation Government,Zionist Oriented Government,Zionist Organized Gangsters
Which of these is the name of a secret society founded in the 18th century in Bavaria?,Illuminati,All of these,Freemasonry,Illuminati,Ku Klux Klan
The first Ku Klux Klan was founded by veterans of the Confederate army.,True,False,True,,
"In January, 2010 a 7.0-magnitude earthquake devastated the capital of this country and caused the death of 230,000 people.",Haiti,Chile,Cuba,Jamaica,Haiti
"What country won the most gold medals at the 2010 Winter Olympics, held in Vancouver, Canada?",Canada,The USA,Canada,Germany,Russia
"In April, 2010 the President of this European country was killed in an airplane crash in western Russia.",Poland,The Czech Republic,France,Poland,Turkey
"The 2010 eruption of the EyjafjallajÃ¶kull volcano, located in this country, caused extensive air travel disruption.",Iceland,Italy,Iceland,Greece,Malta
"What painting by Pablo Picasso sold for US$106.5 million in 2010, setting a new world record for the most expensive work of art sold at auction?","Nude, Green Leaves and Bust",Dora Maar au Chat,Portrait of Dr. Gachet,Massacre of the Innocents,"Nude, Green Leaves and Bust"
"What do Richard F. Heck, Mario Vargas Llosa, Liu Xiaobo and Robert G. Edwards have in common?",They were all awarded a Nobel Prize in 2010.,They were all awarded a Nobel Prize in 2010.,They all died in 2010.,None of these,They were all imprisoned in 2010.
"In July, 2010, the international non-profit organisation, known as WikiLeaks, released over 90,000 internal reports about the United States-led involvement in this war.",War in Afghanistan,Chechen War,Iraq War,War in Afghanistan,Israel-Palestinian War
